Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken)
Yammer Essential Training,"The new Yammer is an enterprise social network designed to help businesses get work done smarter and faster. In this course, Gini von Courter takes you through all of the essential features of Yammer. Learn how the new Yammer works and find out how to join or create a Yammer network at your organization. Discover how to communicate with colleagues using posts, messages, and chat; collaborate on files; and create and administer Yammer communities. Plus, find out how to get and give feedback with polls and praise.",Course,2022,2022-06-02 05:32 UTC,FALSE,N/A
Learning Python,"Python—the popular and highly-readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.",Course,2022,N/A,FALSE,N/A
"Power BI Data Visualization and Dashboard Tips, Tricks, & Techniques","Power BI is a software that lets users visualize and report data flexibly and share it in a number of ways. It is rapidly gaining market share, as it is affordable and well-integrated with other Microsoft tools. In this course, instructor Emma Saunders shows you how you can use Power BI to create reports and visualizations with flair and share them easily with colleagues. Emma explains the Power BI app (desktop) and service (web browser). She takes you through a sample report to show how it’s built, then goes over how and why to design and structure a report, including how to structure tabs, how many visuals to put on a page, and how to draw attention to one visual over another. Emma covers more advanced visuals, as well, including statistical diagrams and maps for geographic data. She walks you through how to design reports like a pro in the Power BI service, from basic layouts to choosing specific themes and fonts.",Course,2022,N/A,FALSE,N/A
Power BI: Dashboards for Beginners,"Get a short and simple beginner's guide to Power BI. In this quick course, Joshua Rischin demystifies the process of building dashboards in Power BI, the powerful business analytics and data visualization tool from Microsoft. Joshua begins with a quick primer on how Power BI dashboards work, including the building blocks of a dashboard. Next, he shows how to select the right data and connect it to your dashboard. You can then learn how to prepare and adjust the dashboard’s layout, select and configure a chart type, apply dashboard filters, and enhance the dashboard with finishing touches to wow your stakeholders when you share your review. These lessons make it easy even for novice users to turn raw data into a powerful story that can help drive better business decisions.",Course,2023,2023-02-05 05:53 UTC,FALSE,N/A
Python Quick Start,"Get a fast-paced introduction to Python. In this course, you can learn what Python is and why it's become such a powerful and in-demand programming language. Python expert and trainer Lavanya Vijayan shares the fundamentals of programming in Python with data types, variables, functions, sequences, conditional statements, iteration, and recursion. The course concludes with a short introduction to object-oriented programming in Python. Learning a new programming language shouldn't be hard; with this course, you can learn the basics you need to become proficient in Python, and decide if it’s the right language for your projects.<br><br>

This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""25%"" width=""25%"">",Course,2022,N/A,FALSE,N/A
Getting Started with Power BI,"Learn how to view and manipulate data in Power BI Service, the online version of the popular Microsoft data visualization tool. Gini von Courter explores the features used most by Power BI “consumers”— the end users of Power BI content such as dashboards and reports. Learn how to sign up for Power BI and navigate a typical app. Gini then shows how to subscribe to dashboards—collections of visualizations taken from reports and workbooks—and view individual tiles, add comments, set alerts, and share dashboards and tiles with team members. Next you can explore reports, which display data in more detail. Gini shows how to sort and filter, export, and share reports, either directly through Power BI or as a PowerPoint or PDF export. Finally, learn how to view your dashboards and reports on the go using the Power BI mobile app.",Course,2023,N/A,FALSE,N/A
Communicating through Disagreement,"Think about a time when you disagreed or fought with another person. What was the outcome? How did it make you feel? More likely than not, you've found yourself in disagreements that didn't get resolved or that left you with a bad feeling. In this course, conflict resolution expert Lynne Hurdle shares her methods to ensure you're able to effectively communicate through disagreements and achieve your intended outcomes. Lynne covers how to prepare yourself to participate in this conversation, effectively listen, manage your emotions, and achieve mutual understanding and agreement. She also shares how to avoid common pitfalls when it comes to things like venting or talking over one another. Lynne also gives examples of individuals who really excel at communication through disagreement, and how they do it. Finally, Lynne empowers you with tips to manage disagreements and conflict more effectively, and gives resources to help you continue your learning over time.
<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""20%"" width=""20%"">",Course,2022,2022-05-20 12:25 UTC,FALSE,N/A
Agile Software Development: Scrum for Developers,"<p>In this tool-neutral course, instructor Shashi Shekar introduces you to the concepts you need to understand to use scrum effectively in agile software development. Learn about scrum roles, including the product owner, the development team, and the scrum master. Go over scrum artifacts, such as software tools, the product backlog, the product increment overview, and the definition of done. Explore sprints and sprint planning, then dive into the daily scrum and retrospective. Discover how to refine your product backlog with planning poker and accounting for technical debt. Plus, find out about scrum certifications that you can pursue.</p>",Course,2023,N/A,FALSE,N/A
Software Architecture: Patterns for Developers,"As a developer, you're ultimately building software to solve problems for your users. But a successful application also needs to be easy for you and other developers to work with. Enter software architecture patterns. These trusted solutions allow you to translate complex architectural problems to recognizable patterns. In this course, instructor Peter Morlion covers a variety of software architecture patterns, showing you how to apply the correct architecture to new systems and recognize patterns in existing systems. Peter goes over application landscape patterns such as microservices. He also covers application structure patterns like event sourcing, as well as UI patterns like model-view-controller (MVC). Along the way, he shares pros and cons that help you determine which patterns to use.",Course,2023,N/A,FALSE,N/A
Python Essential Training,"Python is one of the most commonly used dynamic languages for many large organizations, including Google, Yahoo and IBM. Supported on all major operating systems, it comes pre-installed on Macs, as well as most Linux and Unix-based systems. In this course, senior software engineer Ryan Mitchell guides you through all the essentials of learning and using Python. Learn how computers think, as well as how to install Python, pip, and Jupyter Notebook and the basics of writing a program. Explore variables and types, operators, functions, classes, objects, and more. Go over basic data types like ints and floats, Booleans, and strings. Deep dive into basic data structures, control flow, functions, classes, and objects. Find out how to handle errors and exceptions, as well as threads and processes. Plus, discover how to work with different types of files in Python, pass command-line arguments to your Python script, and create modules and packages.",Course,2023,N/A,FALSE,N/A
SOLIDWORKS: Designing for Consumer Electronics,"Consumer electronics are all around us, and new products are created every year. In this course, instructor Johno Ellison teaches the basics of designing these items in SOLIDWORKS. Through this project-based course, he shows you how to design a game controller using SOLIDWORKS features like lofts, fillets, mirroring, and shell. Course projects include creating an assembly, adding fastening details, and even creating the buttons, joystick, and printed circuit board that go into the controller. Johno concludes with a discussion of development and potential next stages in the design process.",Course,2023,N/A,FALSE,N/A
Pitching Your Ideas Strategically,"So you have a great idea. You want to share it at work. What's the best way to deliver your pitch? In this course, Dr. Todd Dewett shows how to pitch your ideas strategically. He explains how to prepare your presentation, read the room, time your delivery, and address any challenges: competing agendas, resistors, or even a chilly reception. By being able analyze the dynamics of a group of stakeholders—whether it's a team of coworkers, managers, or marketers—you can better tailor your pitch and move your idea forward.",Course,2022,2022-05-19 04:37 UTC,FALSE,N/A
Microsoft Viva Essential Training (2022),"With a significant increase in hybrid and full-time remote roles, organizations need new ways to keep employees connected, supported, and thriving. Viva, an employee experience platform from Microsoft, was designed to provide just that. In this course, LinkedIn staff instructor Nick Brazzi gives you an overview of Viva's four modules: Learning, Insights, Topics, and Connections. Nick shows you best practices for using the four modules to share content, make connections, keep your work schedule organized, and more. He also covers how the Viva modules integrate with Teams, SharePoint, and other Microsoft applications.",Course,2022,2022-06-08 08:10 UTC,FALSE,N/A
Excel: Advanced Formatting Techniques (365/2019),"View simple, powerful tips for making Excel data more readable and easier to manipulate. Author Dennis Taylor shows you how to emphasize individual cells with fonts, borders, and colors; adjust the position of cell contents; format numeric data; and increase the readability of worksheets. You can also learn how to add images to worksheets and discover automation techniques that can take the drudgery out of formatting even large amounts of data.",Course,2020,N/A,FALSE,N/A
Learning Spring with Spring Boot (2019),"Spring is the hugely popular framework for developing Java applications in the enterprise space. In this course, discover how to leverage Spring Boot, which takes an opinionated view of the Spring platform. Follow Frank Moley as he walks through how to use Spring Boot to quickly and efficiently develop a practical, enterprise-style web application. As Frank explains how to develop the app, he helps to familiarize you with the general Spring framework. Plus, Frank dives into some of the basic projects of Spring that you can use to develop Java-based applications.",Course,2021,N/A,FALSE,N/A
Power BI Essential Training,"Discover how to quickly glean insights from your data using Power BI. This formidable set of business analytics tools—which includes the Power BI service, Power BI Desktop, and Power BI Mobile—can help you more effectively create and share impactful visualizations with others in your organization. In this course, Gini von Courter helps you get started with this powerful toolset. Gini begins by covering the web-based Power BI service, explaining how to import data, create visualizations, and arrange those visualizations into reports. She discusses how to pin visualizations to dashboards for sharing, as well as how to ask questions about your data with Power BI Q&A. She also provides coverage of Power BI Mobile and shows how to use the data modeling capabilities in Power BI Desktop.",Course,2023,N/A,FALSE,N/A
"Choosing a Database: PostgreSQL, MySQL, Mongo, and Cloud","There are a lot of different databases out there with their own pros and cons. It’s important to know what your options are. In this course, instructor Amataverna Lee covers PostgreSQL, MySQL, Mongo (a NoSQL database), and several cloud-based databases, to help you choose what will be best for you. You’re likely to encounter PostgreSQL in your career, so it’s important to be familiar with this type of database and how it differs from other types. MySQL is one of the most popular SQL dialects used today, so this is another important one to understand. Amataverna introduces you to Mongo, a nonrelational database that does not use SQL, and shows you some tools that you would need to use in Mongo. She also goes over several popular cloud-based options: Snowflake, Snowsight, Amazon Web Services (Redshift and S3), and Google Cloud Platform. With an understanding of these options, you can make a more informed choice on what is best for you.",Course,2022,N/A,FALSE,N/A
Excel Essential Training (Microsoft 365) (2018),"Get up to speed with Microsoft Excel, the world's most popular spreadsheet program. Follow along with Excel expert Dennis Taylor as he demonstrates how to efficiently manage and analyze data with this powerful program. Learn how to enter and organize data, perform calculations with simple functions, and format the appearance of rows, columns, cells, and data. Other lessons cover how to work with multiple worksheets, build charts and PivotTables, sort and filter data, use the printing capabilities of Excel, and more.",Course,2022,2022-05-16 11:36 UTC,FALSE,N/A
The Employee's Guide to Sustainability,"Companies around the world view sustainability as a strategic imperative. This course is for employees who want to support that imperative on an individual level. Learn about how personal and collective sustainability actions can help solve the biggest challenges of our lifetime: climate change, land and ocean degradation, and overconsumption. Dr. Elizabeth Bagley, a scientist, educator, and sustainability expert, introduces the concept of sustainability—what it is, why it’s important, and why you should care—and distills the United Nations Sustainable Development Goals into clear actions for individuals seeking ways to live and work more sustainably. Discover how you can support sustainability initiatives in your organization, start your own sustainability initiatives, and participate in actions that will have an impact on the biggest environmental challenges of our lifetime.",Course,2023,N/A,FALSE,N/A
Learning Data Visualization (2018),"<div><a href=""https://www.linkedin.com/newsletters/6599926882873991168?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Bill's LinkedIn Newsletter</a></div><br>Got a big idea? You need to get it across quickly and efficiently, or modern audiences will move on to the next story clamoring for their attention. Data visualization allows you to make the complex simple, the abstract tangible, and the invisible (data) visible with great illustrations. In this course, Bill Shander shows how to understand your data and your audience, craft the story you need to tell, and determine the best visual model and details to use for that story.",Course,2022,2022-06-30 05:33 UTC,FALSE,N/A
SAS® 9.4 Cert Prep: Part 01 SAS Programming Essentials,"Want to get ahead in a crowded job market? Get certified with SAS. This course is the first in a series by the SAS Institute, designed to prepare you for the SAS 9.4 certification exam. Learn SAS programming essentials to handle the most common data-processing tasks with SAS code. Instructor Stacey Syphus explores the programming tools, SAS Studio and SAS Enterprise Guide, along with the structure and syntax of a typical SAS program. She also provides three hands-on demos and shows how to find and resolve errors in your code—a key task for SAS programmers.<br><br>This course was created by <a href=""https://www.sas.com/en_us/certification.html"" target=""_blank"">SAS Institute</a>. We are pleased to offer this training in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/S285_sas100K_SAS_Institute_Logo.jpg"" height=""50%"" width=""50%"">",Course,2022,N/A,FALSE,N/A
Excel Statistics Essential Training: 1 (2019),"Data isn’t valuable until you put it to good use. Statistics transforms data into meaningful information, enabling organizations to make better decisions and predictions. That’s why statistics—collecting, analyzing, and presenting data—is a valuable skill for anyone in business or academia. In this course, Joseph Schmuller teaches the fundamentals of descriptive and inferential statistics and shows you how to apply them in Microsoft Excel—an inexpensive and accessible application that offers an array of powerful statistical tools. Using the built-in functions, and charts, along with the Analysis Toolpak add-on, Joe explains how to organize and present data, understand sampling distributions, test hypotheses, and draw conclusions. He covers probabilities, averages, variability, distribution, estimation, variance, regression testing, and more. By the end of the course, you should be able to fully understand and apply basic statistical concepts to a wide variety of data.",Course,2023,2022-06-17 05:18 UTC,FALSE,N/A
Power BI Essential Training (2020),"Discover how to quickly glean insights from your data using Power BI. This formidable set of business analytics tools—which includes the Power BI service, Power BI Desktop, and Power BI Mobile—can help you more effectively create and share impactful visualizations with others in your organization. In this course, Gini von Courter helps you get started with this powerful toolset. Gini begins by covering the web-based Power BI service, explaining how to import data, create visualizations, and arrange those visualizations into reports. She discusses how to pin visualizations to dashboards for sharing, as well as how to ask questions about your data with Power BI Q&A. She also provides coverage of Power BI Mobile and shows how to use the data modeling capabilities in Power BI Desktop.",Course,2022,2022-06-08 07:06 UTC,FALSE,N/A
Cybersecurity Foundations,"<p>Set a rock-solid foundation for your network, users, and data by learning about the basics of cybersecurity. Join security expert Malcolm Shore as he describes how to assess and mitigate risks using various cybersecurity frameworks and control standards, such as NIST and COBIT.</p>
 
<p>Malcolm details pertinent cyber threats and how they operate, including how cyber criminals hide their attacks, how advanced persistent threats work, and even how to determine what's real and what's merely cyber fear, uncertainty, and doubt (FUD). He also covers the way in which cyber risk is managed and the lifecycle of cybersecurity—from managing defense through to preparing for and responding to an incident. And since cybersecurity has taken on an increasingly visible global dimension, Malcolm concludes the course with a discussion of international cyber norms and protocols.</p>",Course,2023,N/A,FALSE,N/A
Improving Your Listening Skills,"<div><a href=""https://www.linkedin.com/newsletters/6640647216497209344?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Dorie's LinkedIn Newsletter</a></div><br>Just as public speaking is a skill that you can hone through practice, good listeners aren't in possession of a special, unattainable gift—careful listening is a skill that you can learn. In this course, join career expert Dorie Clark as she helps uncover why it's hard to listen well, and how to develop the mindset of a good listener. She also provides multiple listening strategies to help you manage when you're the one not being listened to, how to keep yourself from interrupting, and how to listen to what's not being said. In addition, she explains how to let others know that they've been heard, and how to listen when someone is annoying.",Course,2022,2022-05-19 05:56 UTC,FALSE,N/A
Learning Data Analytics Part 2: Extending and Applying Core Knowledge,"It’s one thing to work with data. It’s another to provide quality data sets and accurate visualizations for decisions to be made. If you are considering a course emphasis or a career in data analytics, this course can help you get off to a good start. Robin Hunt, CEO and co-founder of ThinkData Solutions, shares practical skills to help you get the most from your data and jumpstart your career in data. Robin discusses business rules, filtering out the noise in the data we all deal with, and how to deliver what decision-makers want. She covers how to create data sets with queries, joins, and appends, then goes into building aggregate data with total queries. Robin goes over pivots, how to use pivots to build basic dashboards and visualizations, and how to use Power Query for data transformations. She concludes with best practices for meetings and taking your work to the next level for your organization.",Course,2022,2022-06-15 05:32 UTC,FALSE,N/A
Team Collaboration in Office 365 (Microsoft 365) (2020),"Microsoft 365, formerly known as Office 365, offers the latest Office apps and features for communication, file sharing, and project planning. The apps in Microsoft 365—Word, Excel, PowerPoint, Outlook, Teams, and more—are designed with collaboration in mind, yet many users aren’t leveraging all that these tools have to offer. In this course, Nick Brazzi offers tips for maximizing team productivity in Microsoft 365. Nick covers working with shared calendars in Outlook, connecting with your colleagues in Teams, and managing files that have been shared in Teams (as well as accessing those shared files in tools like SharePoint and Outlook). Plus, get tips for communicating more efficiently using Groups, using file libraries in SharePoint, sharing notes and files via OneDrive, creating shared tasks and projects in Planner, and more.",Course,2022,2022-05-25 06:41 UTC,FALSE,N/A
Revit: AR and VR Workflows,"Getting consistent results in virtual reality means keeping best practices in mind all the way through the development process. In this course, learn why virtual reality and augmented reality are good for business; which tools to use when incorporating immersive technology in your architecture, engineering, or construction practice; and how to create files in Revit that translate through to VR with predictable outcomes. As he shares how to effectively incorporate VR and AR into your practice, instructor Logan Smith details best practices for using your Revit model with VR and AR. Learn how to leverage tools such as Enscape and the Argyle app, how to efficiently create and populate materials in a project, and how to leverage 3D shortcuts to work faster and smarter in Revit.",Course,2022,N/A,FALSE,N/A
Advanced Microsoft Power BI (2018),"<div><a href=""https://www.linkedin.com/newsletters/6827804190581039104?trk=lil-course-description"" target=""_blank"" class=""artdeco-button artdeco-button--1"">View Helen's LinkedIn Newsletter</a></div><br>Data visualization allows you to represent information digitally and graphically, to convey the results of data analysis. Microsoft Power BI is a suite of business analytics tools that help you gain insights from your data. The suite brings together familiar operations from well-known products—including Excel, Access, Power Query, and Power Pivot—to help you quickly get move the basics and on to comprehensive analysis. In this course, Helen Wall guides you through the advanced capabilities of the service. She shows how to work with calculations, leverage the DAX language, create advanced queries, and use the M language to improve the querying process. She demonstrates how to import data from various sources, compose advanced formulas, manage the fields and columns in tables, use X-factor functions, use conditional statements, filter results, design charts, and more.",Course,2022,N/A,FALSE,N/A
Lean Six Sigma Foundations,"Lean Six Sigma combines the principles of lean enterprise and lean manufacturing with Six Sigma to improve performance and systematically remove waste. Supply chain expert and professor Steven Brown explains the basics of using Lean Six Sigma as a structure for your improvement efforts.<br><br>
  
Steven outlines the process stages in Six Sigma (define, measure, analyze, improve, and control), along with the Lean toolkit: the 5s principles, kanban (scheduling), downtime, poka-yoke (error proofing), and kaizen (continuous improvement). He also explains how leadership works within Lean Six Sigma, the principles of project execution, and how Lean Six Sigma is applied to the service sector and supply chain management. Make sure to watch the ""Next steps"" video at the end of the course for further resources.",Course,2021,N/A,FALSE,N/A
Excel Data Visualization: Designing Custom Visualizations,"Interested in using more than the built-in chart and graph tools to showcase your data in Excel? In this course—the second and final installment in the <i>Excel Data Visualization</i> series—instructor Chris Dutton steps through how to create unique, custom data visualizations in Excel. Since Chris covered the core data visualization capabilities of Excel in the previous installment of the series, he dives into some more sophisticated techniques here. As he moves through a series of hands-on demos, Chris covers everything from building dynamic dashboards to advanced maneuvers like value-based formatting and dynamic series selection.",Course,2022,N/A,FALSE,N/A
Architecting Big Data Applications: Batch Mode Application Engineering,"Batch mode consolidates data-related operations in order to reduce the load on networks. Batch mode helps software architects build big data applications that operate smoothly and efficiently under real-world conditions. In this course, you can learn about use cases and best practices for architecting batch mode applications using technologies such as Hive and Apache Spark.<br><br>

There is no coding involved. Instead you will see how big data tools can help solve some of the most complex challenges for businesses that generate, store, and analyze large amounts of data. The use cases are drawn from a variety of industries, including ecommerce and IT. Instructor Kumaran Ponnambalam shows how to analyze a problem, draw an architectural outline, choose the right technologies, and finalize the solution. After each use case, he reviews related best practices for data acquisition, transport, processing, storage, and service. Each lesson is rich in practical techniques and insights from a developer who has experienced the benefits and shortcomings of these technologies firsthand.",Course,2022,N/A,FALSE,N/A
Learning Data Science: Understanding the Basics,"Many of the people who work on data science teams won't be data scientists. They'll be the managers and associates who want to gain real business value from your organization's data. These team members need to understand the language of data science so they can ask better questions, understand processes, and help effectively lead their teams and organizations to making better data-driven decisions. This course is an introduction to data science for people who aren't planning on being full-time data scientists. It introduces big data concepts, tools, and techniques, including gathering and sorting data, working with databases, understanding structured and unstructured data types, and applying statistical analysis. Business coach and author Doug Rose helps you speak the language of data science so that you can guide your organization through the opportunities and limitations in this dramatically growing field.",Course,2023,N/A,FALSE,N/A
Cert Prep: Certified SOLIDWORKS Associate,"As a Certified SOLIDWORKS Associate (CSWA), you will stand out from the crowd in today's competitive job market. The CSWA certification is proof of your SOLIDWORKS expertise—cutting-edge skills that businesses seek out and reward. The <em>Certified SOLIDWORKS Associate Prep Course</em> will prepare you to take the exam, and master the techniques necessary to design parts and assemblies with the core features in SOLIDWORKS. Instructor Gabriel Corbett provides an overview of the CSWA requirements, reviews the 16 skills you will be tested on, and then models three different problems from the exam.<br><br>

Along the way, he'll cover creating effective sketches, using equations to modify parts, weighing parts, building assemblies, assigning the correct materials and units, and creating drawing views. At the end of the course, there are two sample exams to practice what you've learned.",Course,2022,N/A,FALSE,N/A
NumPy Essential Training: 1 Foundations of NumPy,"NumPy provides Python with an elegant syntax and powerful array processing library.  NumPy is the most useful and most powerful library in Python when it comes to data science and machine learning. In this course, Terezija Semenski introduces the NumPy data structure for n-dimensional arrays, then continues by showing functions for creating and manipulating arrays, including indexing and slicing for extracting elements from arrays. She also details how to find unique elements and reverse an array, and describes functions and operators for performing computations with ndarray objects and functions for math and statistics.",Course,2022,N/A,FALSE,N/A
Power BI and BIM: Analysis and Visualization,"Do you want to build a career in BIM (building information modeling)? Are you interested in learning how to leverage Revit, Power BI, and Excel together? Instructor Brian Myers introduces you to tools that can help you. Learn what Microsoft Business Intelligence is and how it benefits the design communication process. Examine the differences between Power BI versions. Find out how to start a Power BI project, then explore the Power BI interface. Learn about sources for design data. Next, Brian explains Power BI project essentials, such as page size, text placement, use of images, and dividing your data into presentation options. Learn how to create a schedule in Revit and how to format and export data from Revit to Excel. Review types of data sources and how fields are used. Brian also goes into how to associate data sources, use visualizations, and filter your data. After this, he teaches a variety of floor plan tricks.",Course,2023,N/A,FALSE,N/A
Excel Supply Chain Analysis: Solving Inventory Problems,"Excel pro Curt Frye shows how to analyze inventory costs and develop effective inventory policies within a supply chain. He explains how to calculate total costs and total relevant costs for a product. He covers how to incorporate the effects of lead time into analysis and how to determine how much extra those minimum orders cost. Curt goes into how to evaluate quantity discounts and how to calculate production quantities to maximize profit. He discusses how back orders affect inventory policies and how to calculate the economic order quantity for inventory policies that allow back orders. He introduces you to difficulties associated with goods that have a limited lifespan, often called the newsvendor problem, then shows you how to generate the data and summaries required to solve a newsvendor problem. In conclusion, Curt walks you through how to calculate the base stock level for a target level of service and how to calculate a reorder point based on cycle service level performance.",Course,2022,N/A,FALSE,N/A
Power BI Data Modeling with DAX,"Power BI Desktop makes it easy to create basic data models. But if you need to report across time periods—for example, visualize year-over-year growth or compare sales or other data by month or quarter—you need Data Analysis Expressions (DAX). DAX is a language you can use to create formulas for Power BI that extend your data model. In this course, Gini von Courter covers the essentials of working with DAX, sharing best practices for data model design and optimization along the way. Learn how to work with DAX aggregate functions, add calculated columns, create measures, and work with DAX logical and filter functions.",Course,2022,N/A,FALSE,N/A
Learning Data Analytics: 1 Foundations,"Are you interested in pursuing a career in data analytics? In this course, instructor Robin Hunt brings you into the mind of an analyst. She defines and explains foundational concepts, such as how to think about data, how to work with others in different roles to get the data you need, and the tools you need to work with data, such as Excel and Microsoft Access. She introduces you to SQL queries, PowerBI, and more. Robin goes into syntax and explains how to interpret the data you see, find the data you need, and clean the data for effective data work. She explains data governance and how to ask the right questions of different departments to gather the data you need. Robin shows how to work with data, including how to import data, work with flat files such as CSVs, and create datasets for others. Robin goes into what cleaning and modeling mean, as well as how to use Power Query in Excel. She has also added challenge/solution sets in each chapter to help you evaluate your skills.",Course,2022,2022-06-14 04:40 UTC,FALSE,N/A
Marketing: Copywriting for Social Media,"The right words can move your audience to act. But reliably finding those words—and fine-tuning them for posts on different social media platforms—is no easy feat. Instructor and personal branding guru Michaela Alexis understands this struggle. And in this course, she breaks down copywriting tools and strategies that can help you find your brand's voice and unlock social media success. Michaela shares trusty copywriting formulas and shows how buyer personas can help you craft more relevant written content. She explains how to tailor your copy specifically for various social platforms—like LinkedIn, Twitter, and the platforms from Meta: Facebook and Instagram. Plus, Michaela introduces tools that can help you keep your content readable and free of errors, while offering tips on continuously improving your posts using feedback and A/B testing.",Course,2023,N/A,FALSE,N/A
SQL: Data Reporting and Analysis,"Do you rely on IT to get the data you need? Are you often stuck waiting in line for data, and wish you could just retrieve it yourself? In this course, learn how to get the data you want by writing a bit of SQL code. You won't just be able to pull data out of the database, you'll be able to manipulate it—merging it, grouping it, and relabeling it to get just the report you want. Join Emma Saunders as she shows how to write simple SQL queries for data reporting and analysis using a publicly accessible online database. Learn how to filter, group, and sort data, using built-in SQL functions to format or calculate results. Discover how to perform more complex queries, such as joining data together from different database tables. Last but not least, she introduces views, procedures, functions, and variables.",Course,2023,N/A,FALSE,N/A
Learning Siemens NX,"Siemens NX is a powerful and integrated CAD package for product design, engineering, and manufacturing. In this course, Steven Marjieh provides an overview of NX, sharing what you need to know to start using this flexible solution to develop products. Steven begins by acquainting you with the user interface, covering elements such as menus and the Work Coordinate System (WCS). He also takes you through the modeling workflow and shows how to create and edit sketches, create assemblies, approach drafting, and more.",Course,2021,N/A,FALSE,N/A
SOLIDWORKS: Advanced Engineering Drawings,"If you’re a SOLIDWORKS user looking to take your skills to the next level, join David Antanavige as he shows how to create advanced engineering drawings that can be used in product documentation and manufacturing specifications. David goes way beyond basic views of parts and components and details how to create broken-out section views, alternate position views, and bills of materials. He also shows how to add geometric dimensioning and tolerancing (GD&T) symbols for manufacturing specifications, and finishes the course by showing how to create 2D layouts.",Course,2022,N/A,FALSE,N/A
Using Power BI with Excel,"Are you ready to take your skills as a data analyst to the next level? Power BI is an easy-to-use analytics tool that can streamline how your organization works with data. In this course, instructor John David Ariansen shows you how to combine the power of a familiar tool, Excel, with all the potential of Power BI.<br><br>Discover how to conduct power pivots, import data, clean and shape data, and model data to present to stakeholders. Learn about performing calculations with Data Analysis Expressions (DAX) and visualizing your data with the various built-in charts and graphs in Power BI. Along the way, John gives you a short primer on how to get the most out of PivotTables and PivotCharts. By the end of this course, you’ll be equipped with new skills to take your data analysis to the next level.<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""20%"" width=""20%"">",Course,2023,N/A,FALSE,N/A
"Introduction to ESG: Environmental, Social, and Governance","In this course, instructor Fulya Kocak Gin explains what the environmental, social, and governance (ESG) umbrella encompasses, why there is an increasing momentum around ESG, why corporations are expected to address their impact in environmental and social aspects of their businesses, and how governance plays into these efforts. Fulya covers foundational concepts under each one of the E, S, and G areas. She connects the dots between traditional social responsibility and sustainability projects and business performance, sustainable investing, and risk management.",Course,2023,N/A,FALSE,N/A
What Is a PMO?,Many businesspeople still don’t understand what a project management office (PMO) is or what it does. Learn about the purpose of a PMO and why it is so important to the success of a modern business in this course with PMP Andy Jordan. Andy compares the different PMO models and identifies the roles a PMO plays in business planning and strategy execution. This brief course can help you apply the concept of a PMO to your own business and identify opportunities to optimize project delivery and achieve better results.,Course,2022,N/A,FALSE,N/A
Data Cleaning in Python Essential Training (2021),"Do you need to understand how to keep data clean and well-organized for your company? In this course, instructor Miki Tebeka explains why clean data is so important, what can cause errors, and how to detect, prevent, and fix errors to keep your data clean. Miki explains the types of errors that can occur in data, as well as missing values or bad values in the data. He goes over how human errors, machine-introduced errors, and design errors can find their way into your data, then shows you how to detect these errors. Miki dives into error prevention, with techniques like digital signatures, data pipelines and automation, and transactions. He concludes with ways you can fix errors, including renaming fields, fixing types, joining and splitting data, and more.",Course,2022,2022-07-12 04:53 UTC,FALSE,N/A
Quality Management Foundations,"A company's success is largely determined by how well its employees understand and manage quality in their daily activities. In this course, instructor Steven Brown defines quality from a business perspective and covers major quality frameworks, tools, and strategies that you can leverage to more effectively manage quality in your company. Learn how to differentiate between the different ways quality is defined within your organization and your supply chain. Explore the key characteristics of major quality management frameworks, how several important quality tools help to improve performance, and how each of the three major quality strategies can contribute to a company's long-term success.",Course,2022,2022-07-11 04:25 UTC,FALSE,N/A
Brainstorming Tools,"Using the right tool in the right manner can dramatically improve the effectiveness and efficiency of your brainstorming sessions. In this course, Jamie Champagne introduces you to some of the most effective tools to facilitate brainstorming. Jamie presents some key goals and approaches for using digital brainstorming tools in-person, virtually, or in a hybrid environment. She goes over popular collaboration tools that are available in Microsoft Office; whiteboarding tools such as Microsoft Teams and Zoom; feedback tools such as Slido and Kahoots; and sticky note tools such as Lucidchart, Google Jamboards, Mural, and Miro. Plus, Jamie shows you how to utilize provided checklists to facilitate your brainstorming sessions using the tools that she covers in the course.",Course,2022,N/A,FALSE,N/A
